license_plate,city_name,plate_name,latitude,longitude
10.07.2013,Landkreis Vorpommern-Greifswald,49,53.76,13.89
11.07.2013,Aichach-Friedberg,3,48.43,11.05
12.07.2013,Landkreis Amberg-Sulzbach,1,49.49,11.8
13.07.2013,Landkreis Günzburg,1,48.35,10.38
15.07.2013,Landkreis Nürnberger Land,2,49.49,11.37
16.07.2013,Landkreis Lichtenfels,1,50.11,11.12
22.07.2013,Landkreis Mecklenburgische Seenplatte,3,53.55,12.98
01.08.2013,Landkreis Hersfeld-Rotenburg,6,50.871597222222,9.7160416666667
15.08.2013,Rheingau-Taunus-Kreis,1,50.148402777778,8.0732638888889
02.09.2013,Kreis Heinsberg,2,51.061,6.1081
16.09.2013,Landkreis Weilheim-Schongau,2,47.79,11.05
04.11.2013,Landkreis Waldeck-Frankenberg,2,51.269298,8.856665
02.12.2013,Landkreis Freudenstadt,1,48.461111111111,8.4180555555556
09.12.2013,Landkreis Rastatt,1,48.860833333333,8.2130555555556
07.01.2014,Main-Tauber-Kreis,1,49.623055555556,9.6611111111111
28.03.2014,Landkreis Schwäbisch Hall,1,49.116111111111,9.7372222222222
31.03.2014,Ortenaukreis,3,48.464722222222,7.9411111111111
01.04.2014,Landkreis Haßberge,2,50.06,10.61
03.04.2014,Landkreis Uckermark,4,53.21,13.86
22.04.2014,Kreis Warendorf,1,51.9414,7.9862
02.05.2014,Lahn-Dill-Kreis,1,50.560277777778,8.5001388888889
16.05.2014,Kreis Coesfeld,1,51.9442,7.1744
10.06.2014,Kreis Kleve,1,51.781,6.1382
14.07.2014,Landkreis Ludwigsburg,1,48.890277777778,9.2011111111111
25.07.2014,Landkreis Landshut,1,48.56,12.2
04.08.2014,Landkreis Hof,1,50.288462,11.795197
10.11.2014,Landkreis Esslingen,1,48.734166666667,9.3105555555556
24.11.2014,Kreis Paderborn,1,51.71,8.74
02.02.2015,Landkreis Erlangen-Höchstadt,1,49.64,10.91
10.02.2015,Hohenlohekreis,1,49.2775,9.6866666666667
02.03.2015,Kreis Viersen,1,51.2585,6.3918
16.03.2015,Schwalm-Eder-Kreis,3,51.035,9.4008333333333
20.04.2015,Kreis Dithmarschen,1,54.13,9.11
02.07.2015,Landkreis Dahme-Spreewald,3,51.941944444444,13.896388888889
03.08.2015,Leverkusen,1,51.033333333333,6.9833333333333
19.08.2015,Rhein-Kreis Neuss,1,51.1966,6.6953
04.01.2016,Landkreis Havelland,2,52.6075,12.3325
15.09.2016,Landkreis Berchtesgadener Land,3,47.7,12.9
01.11.2016,Landkreis Göttingen,1,51.5,9.93
01.03.2017,Augsburg,2,48.35,10.73
01.09.2017,Landkreis Oder-Spree,3,52.24,14.22
15.01.2018,Landkreis Miltenberg,1,49.76,9.23
01.03.2018,Landkreis Regen,1,49.02,13.1
23.04.2018,Landkreis Diepholz,1,52.72,8.73
11.06.2018,Landkreis Osnabrück,3,52.38,8.05
02.07.2018,Landkreis Straubing-Bogen,1,48.9,12.58
08.11.2019,Kreis Höxter,1,51.68,9.18
03.02.2020,Bodenseekreis,2,47.657777777778,9.4519444444444
22.07.2020,Landkreis Ravensburg,2,47.787222222222,9.6169444444444
01.03.2021,Landkreis Sigmaringen,1,48.090555555556,9.2147222222222
15.03.2021,Landkreis Waldshut,1,47.6225,8.2055555555556
01.07.2021,Wartburgkreis,1,50.89,10.21
16.08.2021,Lahn-Dill-Kreis,1,50.560277777778,8.5001388888889
18.10.2021,Landkreis Neunkirchen,1,49.38,7.12
02.10.2023,Landkreis Breisgau-Hochschwarzwald,2,47.999444444444,7.8577777777778
16.09.2024,Schwarzwald-Baar-Kreis,1,48.06,8.4677777777778
03.02.2025,Landkreis Karlsruhe,1,49.07,8.52
03.03.2025,Landkreis Teltow-Fläming,3,52.07,13.28
10.05.2025,Kreis Minden-Lübbecke,1,52.281944444444,8.9111111111111
